Recettes,Ingrédients
Purée crémeuse de choux de Bruxelles aux noisettes.html,"['180 g choux de Bruxelles', '75 g pomme(s) de terre', '20 g noisettes en poudre', '1 c. à café huile(s) végétale(s)']"
Purée de betterave au quinoa et chèvre.html,"['15 g quinoa', '120 g betterave(s)', '20 g fromage de chèvre', '1 c. à café huile(s) végétale(s)']"
Purée de betterave au quinoa.html,"['130 g betterave(s)', '20 g quinoa', ""1 c. à café huile d'olive""]"
Purée de betterave à la semoule.html,"['25 g semoule de couscous', '120 g betterave(s)', '1 c. à café huile(s) végétale(s)']"
"Purée de betterave, petits gâteaux de polenta à la carotte.html","['150 g betterave(s)', '150 g carotte(s)', '25 g polenta', '1  oeuf(s)', ""1 c. à soupe huile d'olive"", '1 pincée cumin']"
"Purée de betterave, polenta crémeuse au chou vert.html","['70 g betterave(s)', '70 g chou vert', '15 g polenta', '1 c. à café crème', '  lait', '1 pincée bicarbonate de soude alimentaire']"
Purée de blanc de poireau à la semoule et filet de merlan.html,"['150 g poireau(x)', '20 g semoule de couscous', '1 c. à café huile(s) végétale(s)', '15 g merlan']"
Purée de blancs de poireau à la semoule.html,"['150 g poireau(x)', '20 g semoule de couscous', '1 c. à café huile(s) végétale(s)']"
Purée de brocoli et aneth au riz blanc.html,"['20 g riz', '180 g brocoli', '  citron(s)', '1 pincée aneth', '1 c. à café huile(s) végétale(s)']"
Purée de brocolis aux champignons.html,"['150 g brocoli', '100 g champignons', ""1 c. à café huile d'olive"", '¼  oignon(s)']"
Purée de brocolis et riz.html,"['200 g brocoli', '20 g riz', '  citron(s)', '1 c. à café huile(s) végétale(s)']"
Purée de butternut au quinoa et saumon.html,"['150 g butternut', '15 g saumon', '1 c. à soupe lait de coco', '15 g quinoa']"
Purée de butternut aux noisettes.html,"['200 g butternut', '10 g noisettes', '1 c. à café huile(s) végétale(s)']"
Purée de butternut et coing aux épices.html,"['130 g butternut', '50 g pomme(s) de terre', '½  coing(s)', '  épices à couscous', '1 c. à café huile(s) végétale(s)']"
Purée de butternut et riz.html,"['20 g riz', '150 g butternut', '1 c. à café huile(s) végétale(s)']"
Purée de carottes au cumin.html,"['250 g carotte(s)', '1 c. à café huile(s) végétale(s)', '1 pincée cumin']"
Purée de carottes aux herbes et quinoa.html,"['15 g quinoa', '200 g carotte(s)', '1 pincée herbes aromatiques', '1 c. à café huile(s) végétale(s)']"
Purée de carottes aux herbes et semoule.html,"['25 g semoule de couscous', '200 g carotte(s)', '1 c. à café huile(s) végétale(s)', '1 pincée herbes aromatiques']"
Purée de carottes et poireaux aux petites pâtes.html,"['15 g pâtes', '120 g carotte(s)', '80 g poireau(x)', '1 c. à café huile(s) végétale(s)']"
Purée de carottes et quinoa au cumin.html,"['200 g carotte(s)', '15 g quinoa', '1 c. à café huile(s) végétale(s)', '1 pincée cumin']"
"Purée de carottes, semoule et jambon.html","['180 g carotte(s)', '25 g semoule de couscous', '15 g jambon blanc', '1 c. à café huile(s) végétale(s)']"
"Purée de carottes, topinambour et boeuf aux champignons.html","['100 g carotte(s)', '100 g topinambour(s)', '15 à 20 g boeuf', '50 g champignons', '1 c. à café huile(s) végétale(s)']"
"Purée de carottes, écrasé de pomme de terre au persil et truite.html","['80 g pomme(s) de terre', '¼ gousse ail', '1 c. à café crème', '1 pincée persil', '130 g carotte(s)', '15 g truite']"
Purée de chayote et patate douce.html,"['1  patate douce', '1  chayote(s)', '  huile(s) végétale(s)']"
"Purée de chou rouge aux pommes, boeuf à la coriandre et quinoa.html","['150 g chou-rouge', '½  pomme(s)', '15 g boeuf haché', '  coriandre', '15 g quinoa', ""1 c. à soupe huile d'olive""]"
Purée de chou-fleur et patate douce au curry.html,"['120 g chou-fleur', '120 g patate(s) douce(s)', '1 c. à café crème', '1 pincée curry']"
"Purée de courge, sauce à la carbonara.html","['250 g courge', '15 g jambon blanc', '¼  oignon(s)', '1 c. à café crème', ""1 c. à café huile d'olive""]"
Purée de courge.html,"['250 g courge', '1 c. à café huile(s) végétale(s)']"
Purée de courgettes « mimosa ».html,"['160 g courgette(s)', '30 g pain', '1 c. à café huile(s) végétale(s)', '¼  oeuf(s)']"
Purée de céleri et pomme de terre.html,"['175 g céleri-rave', '100 g pomme(s) de terre', '1 pincée muscade moulue', '1 c. à café huile(s) végétale(s)']"
Purée de céleri-rave et sauté de dinde à la coriandre.html,"['220 g céleri-rave', '15 g dinde', '1 pincée coriandre', '¼  oignon(s)', ""1 c. à café huile d'olive"", '1 c. à café huile(s) végétale(s)']"
"Purée de fenouil, filet de poisson et sauce au pamplemousse.html","['½  pamplemousse', '60 g pomme(s) de terre', '129.50340798442 g fenouil', '20 g cabillaud', '1 c. à café huile(s) végétale(s)']"
"Purée de fenouil, poisson et pamplemousse.html","['½  pamplemousse', '60 g pomme(s) de terre', '100 g fenouil', '20 g cabillaud', '1 c. à café huile(s) végétale(s)']"
"Purée de fenouil, pomme et aneth.html","['150 g fenouil', '1  pomme(s)', '1 pincée aneth', '1 c. à café huile(s) végétale(s)']"
Purée de haricots plats.html,['200 g haricots plats']
Purée de légumes à la semoule.html,"['25 g semoule de couscous', '50 g courgette(s)', '50 g carotte(s)', '50 g tomate(s)', '1 c. à café huile(s) végétale(s)']"
"Purée de légumes, semoule et cabillaud.html","['50 g courgette(s)', '50 g carotte(s)', '50 g tomate(s)', '25 g semoule de couscous', '15 g cabillaud', '1 c. à café huile(s) végétale(s)', '  citron(s)']"
Purée de légumes oubliés au jambon.html,"['50 g céleri-rave', '50 g panais', '50 g topinambour(s)', '50 g rutabaga(s)', '50 g carotte(s)', '50 g pomme(s) de terre', '20 g jambon blanc', '2 c. à café huile(s) végétale(s)']"
Purée de légumes à la limande.html,"['75 g chou-fleur', '50 g courge spaghetti', '75 g carotte(s)', '50 g petits pois', '20 g limande', '1 c. à café huile(s) végétale(s)']"
Purée de mamie Paulette.html,"['50 g chou vert', '50 g navet(s)', '50 g carotte(s)', '50 g poireau(x)', '50 g pomme(s) de terre', '1 c. à café huile(s) végétale(s)', '  herbes aromatiques']"
Purée de panais et céleri-rave au cabillaud.html,"['120 g céleri-rave', '120 g panais', '15 à 20 g cabillaud', '1 c. à café huile(s) végétale(s)']"
Purée de patate douce et carotte au gingembre.html,"['120 g patate(s) douce(s)', '150 g carotte(s)', '1 c. à café huile(s) végétale(s)', '1 pincée coriandre', '  gingembre frais']"
Purée de patate douce et poulet aux pruneaux.html,"['150 g patate(s) douce(s)', '15 g poulet', '30 g pruneau(x)', '1 c. à café huile(s) végétale(s)']"
"Purée de petits pois, crème de fenouil et rillettes de sardines à l’aneth.html","['50 g petits pois', '100 g fenouil', '80 g pomme(s)', '10 g sardine', '10 g fromage frais', '1 pincée aneth', '1 c. à café huile(s) végétale(s)']"
Purée de poireau et colin.html,"['100 g pomme(s) de terre', '100 g poireau(x)', '20 g colin', '1 c. à café huile(s) végétale(s)', '  citron(s)']"
Purée de poireaux aux épices.html,"['80 g pomme(s) de terre', '125 g poireau(x)', '1 pincée curry', '1 c. à café huile(s) végétale(s)']"
Purée de poivrons rouges au quinoa et dinde.html,"['15 g quinoa', '200 g poivron(s) rouge(s)', '15 g dinde', '1 c. à café huile(s) végétale(s)']"
"Purée de pomme de terre au jambon, pomme poêlée et épinards.html","['60 g pomme(s) de terre', '100 g pomme(s)', ""60 g pousses d'épinards"", '20 g jambon blanc', ""1 c. à café huile d'olive"", '10 g parmesan']"
"Purée de pommes, épinards et jambon.html","['60 g pomme(s) de terre', '75 g pomme(s)', ""75 g pousses d'épinards"", '15 g jambon blanc', ""1 c. à café huile d'olive""]"
Purée de potimarron au curcuma.html,"['250 g potimarron', '1 c. à café huile(s) végétale(s)', '1 pincée curcuma']"
Purée de potimarron et champignons à la crème.html,"['180 g potimarron', '80 g champignons', '1 c. à café crème']"
Purée de semoule façon taboulé parfumé.html,"['25 g semoule de couscous', '100 g tomate(s)', '20 g raisins secs', '  herbes aromatiques', ""1 c. à café huile d'olive""]"
Purée de tomates mozza et duo de riz et quinoa.html,"['10 g riz', '10 g quinoa', '150 g tomate(s)', '15 g mozzarella', '½ gousse(s) ail', '½  oignon(s)', '1 pincée(s) thym', '1 feuille(s) basilic', ""  huile d'olive""]"
Purée de veau et coing façon couscous.html,"['½  coing(s)', '25 g semoule de couscous', '15 g veau', '½ gousse ail', '½ petit oignon(s)', ""1 c. à café huile d'olive"", '  épices à couscous']"
Purée duo de petits pois carottes.html,"['100 g petits pois', '150 g carotte(s)', '1 c. à café huile(s) végétale(s)']"
Purée d’asperges blanches et pommes de terre.html,"['130 g asperge(s) blanche(s)', '100 g pomme(s) de terre', '1 c. à café huile(s) végétale(s)']"
"Purée d’asperges blanches, pommes de terre et truite.html","['130 g asperge(s) blanche(s)', '100 g pomme(s) de terre', '15 g truite', '1 c. à café huile(s) végétale(s)']"
Purée d’asperges vertes et poisson.html,"['130 g asperge(s) verte(s)', '60 g pomme(s) de terre', '20 g poisson', '1 c. à café huile(s) végétale(s)', '30 mL eau']"
"Purée d’aubergines au curry et poulet, riz.html","['150 g aubergine(s)', '15 g poulet', '1 c. à café huile(s) végétale(s)', '1 pincée curry', '20 g riz']"
Purée d’aubergines et tomates au curry et semoule.html,"['25 g semoule de couscous', '100 g aubergine(s)', '60 g tomate(s)', '20 mL lait de coco', '1 pincée(s) curry']"
Purée d’avoine et poireau à la truite.html,"['100 g poireau(x)', ""20 g flocons d'avoine"", '15 g truite', '1 c. à café huile(s) végétale(s)', '75 mL lait']"
Purée d’épinards.html,"['80 g pomme(s) de terre', '125 g épinards', '1 c. à café huile(s) végétale(s)']"
Purée façon Bo bun.html,"['90 g carotte(s)', '90 g concombre', '15 g vermicelles de riz', '15 g boeuf', '10 g ciboule', '1 pincée coriandre', '1 pincée menthe', ""1 c. à café huile d'olive"", '1 c. à café huile(s) végétale(s)']"
Purée façon bolognaise et petites pâtes.html,"['20 g pâtes', '100 g tomate(s)', '75 g carotte(s)', '¼  oignon(s)', '15 g boeuf haché', ""1 c. à café huile d'olive"", '  basilic']"
Purée façon cari bringelle.html,"['1  aubergine(s)', '1  tomate(s)', '1 tige(s) oignon(s) vert(s)', '1 bout gingembre frais', '1 pincée cumin', '1 pincée curcuma', '1 pincée thym', '1 c. à café huile d’olive']"
Purée façon couscous de poulet aux légumes.html,"['25 g semoule de couscous', '15 g poulet', '50 g carotte(s)', '50 g navet(s)', '50 g courgette(s)', '1 pincée épices', '1 c. à café huile(s) végétale(s)']"
Purée façon navarin d’agneau aux petits légumes.html,"['40 g pomme(s) de terre', '40 g navet(s)', '40 g petits pois', '40 g carotte(s)', '40 g tomate(s)', '½ gousse ail', '15 g agneau', ""1 c. à café huile d'olive"", '1 c. à café huile(s) végétale(s)', '  herbes aromatiques']"
Purée façon poêlée forestière et riz.html,"['20 g riz', '100 g carotte(s)', '80 g champignons', '¼  oignon(s)', '1 pincée thym', ""1 c. à café huile d'olive"", '1 c. à café huile(s) végétale(s)']"
Purée façon taboulé de quinoa au poulet.html,"['15 g quinoa', '80 g concombre', '80 g tomate(s)', '15 g poulet', ""1 c. à café huile d'olive"", '1 feuilles menthe']"
Purée façon « chili sin carne » et riz.html,"['15 g riz', '75 g tomates concassées', '50 g carotte(s)', '30 g maïs', '20 g oignon(s)', ""1 c. à soupe huile d'olive"", '1 pincée épices mexicaines', '1 pincée coriandre']"
Purée fine de brocolis à la poire.html,"['150 g brocoli', '1  poire(s)', '1 c. à café huile(s) végétale(s)']"
Purée onctueuse de panais et patate douce.html,"['100 g panais', '100 g patate(s) douce(s)', '1 c. à café huile(s) végétale(s)', '1 pincée épices']"
"Purée pois cassés, crème de fenouil et rillettes de sardines à l’aneth.html","['25 g pois cassés', '100 g fenouil', '½  pomme(s)', '20 g sardine', '10 g fromage frais', '1 pincée aneth', '1 c. à café huile(s) végétale(s)']"
Pâtes au curry de carottes et lentilles corail.html,"['20 g pâtes', '150 g carotte(s)', '25 mL lait de coco', '1 pincée(s) curry', '20 g lentilles corail']"
Pâtes au curry de carottes.html,"['20 g pâtes', '150 g carotte(s)', '25 g lait de coco', '1 pincée(s) curry', '15 g jambon blanc']"
"Pâtes au pesto de courgettes et roquette, et poulet.html","['25 g pâtes', '75 g courgette(s)', '20 g roquette', '10 g basilic', '10 g amandes', '10 g parmesan', ""1 c. à soupe huile d'olive"", '15 g poulet']"
Pâtes au pesto de mâche et poulet.html,"['30 g pâtes', '100 g mâche', '50 g panais', '20 g poulet', '½ gousse ail', '1 c. à soupe noisettes en poudre', ""1 c. à soupe huile d'olive"", '5 à 10 g parmesan']"
Pâtes au potimarron.html,"['150 g potimarron', '25 g pâtes', '1 c. à café huile(s) végétale(s)', '1 pincée(s) herbes aromatiques']"
"Pâtes au saumon et épinards, sauce béchamel.html","['20 g pâtes', '100 g épinards', '15 g saumon', ""1 c. à soupe huile d'olive"", '1 c. à soupe farine', '150 mL lait', '1 pincée muscade moulue', '  chapelure']"
Pâtes aux blettes et pignons de pin.html,"['20 g pâtes', '130 g blettes', '10 g pignons de pin', '10 g parmesan', 'quelques feuilles persil', '½ gousse ail', '½  citron(s)', ""1 c. à café huile d'olive""]"
Pâtes aux carottes et poireaux.html,"['20 g pâtes', '120 g carotte(s)', '80 g poireau(x)', '1 c. à café huile(s) végétale(s)']"
Pâtes aux fleurettes de brocoli et champignons.html,"['100 g brocoli', '25 g pâtes', '80 g champignons', '¼  oignon(s)', ""1 c. à café huile d'olive"", '1 c. à café huile(s) végétale(s)']"
Pâtes aux légumes d’été.html,"['25 g pâtes', '30 g aubergine(s)', '30 g courgette(s)', '30 g poivron(s) rouge(s)', '30 g coulis de tomates', '½ gousse ail', '1 c. à café huile(s) végétale(s)']"
Pâtes aux poireaux et champignons.html,"['20 g pâtes', '100 g poireau(x)', '100 g champignons', '1 c. à café huile(s) végétale(s)']"
Pâtes aux épinards et poisson.html,"['15 g pâtes', '130 g épinards', '15 g poisson', '1 c. à café huile(s) végétale(s)']"
Pâtes et cabillaud à la crème de brocoli à l’aneth.html,"['150 g brocoli', '25 g pâtes', ""1 c. à soupe huile d'olive"", '2 pincée aneth', '20 g cabillaud']"
Pâtes et sa sauce de légumes d’été.html,"['20 g pâtes', '30 g aubergine(s)', '30 g courgette(s)', '30 g poivron(s) rouge(s)', '30 g coulis de tomates', '½ gousse ail', '1 c. à café huile(s) végétale(s)']"
Pâtes sauce épinards ricotta.html,"['25 g pâtes', '130 g épinards', '20 g ricotta', '1 c. à café huile(s) végétale(s)']"
"Pâtes épinards ricotta, oeuf brouillé.html","['25 g pâtes', '130 g épinards', '20 g ricotta', '1 c. à café huile(s) végétale(s)', '1  oeuf(s)']"
Pâtes étoiles au potimarron.html,"['130 g potimarron', '20 g pâtes', '1 c. à café  huile(s) végétale(s)', '1 pincée(s) herbes aromatiques']"
Pâté végétal aux lentilles corail et champignons.html,"['150 g lentilles corail', '100 g champignons de Paris', '1  échalote(s)', '½ gousse ail', '1 c. à café huile d’olive', '½ c. à café paprika', '1 pincée poivre', '1 pincée thym']"
Quartiers de tomate sauce fromage blanc basilic.html,"['1  tomate(s)', '30 g fromage blanc', '  basilic']"
Quartiers de tomates et lanières d’omelette.html,"['1 grosse tomate(s)', '1  oeuf']"
Quartiers de tomates et sauce fromage blanc basilic.html,"['1 grosse tomate(s)', '30 g fromage blanc', '  basilic']"
Quinoa au chou-fleur et saumon.html,"['200 g chou-fleur', '20 g quinoa', '20 g saumon', '1 c. à café huile(s) végétale(s)']"
"Quinoa au velouté de chou-fleur gorgonzola, et poulet.html","['180 g chou-fleur', '20 g quinoa', '10 g gorgonzola', '1 c. à café huile(s) végétale(s)', '10 g poulet']"
Quinoa aux légumes moulinés.html,"['100 g carotte(s)', '100 g courgette(s)', '15 g quinoa', '1 c. à café huile(s) végétale(s)', '  herbes aromatiques']"
Quinoa aux légumes.html,"['100 g carotte(s)', '100 g courgette(s)', '15 g quinoa', '1 c. à café huile(s) végétale(s)', '  herbes aromatiques']"
Quinoa aux navets et fromage de chèvre.html,"['150 g navet(s)', '20 g fromage de chèvre', '15 g quinoa', '1 c. à café huile(s) végétale(s)']"
"Quinoa aux navets, chèvre et miel.html","['150 g navet(s)', '20 g fromage de chèvre', '1 c. à café miel', '20 g quinoa', '1 c. à café huile(s) végétale(s)']"
Quinoa aux poivrons et tomates cerises.html,"['100 g poivron(s) rouge(s)', '100 g tomates cerises', '15 g quinoa', '1 c. à café huile(s) végétale(s)']"
Quinoa à la sauce tomates.html,"['15 g quinoa', '180 g tomate(s)', '1 c. à café huile(s) végétale(s)', '  herbes aromatiques']"
Quinoa à la tomate et poulet.html,"['130 g tomate(s)', '15 g quinoa', '15 g poulet', '1 c. à café huile(s) végétale(s)']"
Quinoa crémeux aux champignons.html,"['15 g quinoa', '180 g champignons', '1 c. à café crème']"
Quinoa et betterave au chèvre.html,"['15 g quinoa', '120 g betterave(s)', '20 g fromage de chèvre', '1 c. à café huile(s) végétale(s)']"
Quinoa et navet à la crème et au thym.html,"['180 g navet(s)', '15 g quinoa', '1 c. à soupe crème', '  thym']"
"Quinoa et purée de petits pois, courgettes et poulet à la menthe.html","['10 g quinoa', '30 g petits pois', '120 g courgette(s)', '15 g poulet', 'quelques feuilles menthe', '1 c. à café huile(s) végétale(s)']"
Quinoa et purée de poivrons rouges.html,"['15 g quinoa', '200 g poivron(s) rouge(s)', '1 c. à café huile(s) végétale(s)']"
Quinoa et sauce aux poivrons et tomates cerises.html,"['80 g poivron(s) rouge(s)', '80 g tomates cerises', '15 g quinoa', '1 c. à café huile(s) végétale(s)']"
Quinoa et sauce tomates aux légumes.html,"['15 g quinoa', '100 g tomate(s)', '40 g courgette(s)', '40 g carotte(s)', '1 feuille(s) basilic', '1 c. à café huile(s) végétale(s)']"
"Quinoa à la crème de champignons, oeuf dur.html","['15 g quinoa', '150 g champignons', '¼  oeuf(s)', '1 c. à café crème', '1 pincée herbes aromatiques']"
"Quinoa, courgettes au basilic et saumon.html","['15 g quinoa', '150 g courgette(s)', '20 g saumon', '1 feuille(s) basilic', ""1 c. à café huile d'olive""]"
"Quinoa, courgettes et boulettes de boeuf aux oignons.html","['15 g quinoa', '120 g courgette(s)', '½  oignon(s) nouveau(x)', '25 g boeuf haché', '1 feuille(s) basilic', '1 c. à café huile(s) végétale(s)', '1 pincée(s) gingembre moulu']"
"Quinoa, poivrons fondants et dinde.html","['15 g quinoa', '220 g poivron(s) rouge(s)', '20 g dinde', '1 c. à café huile(s) végétale(s)']"
"Quinoa, purée de courge butternut et boeuf.html","['15 g quinoa', '150 g butternut', '15 g boeuf', '1 c. à café huile(s) végétale(s)', '1 pincée coriandre']"
"Quinoa, sauce carotte et tomate.html","['130 g carotte(s)', '50 g coulis de tomates', '10 g oignon(s)', '10 g quinoa', '1 pincée coriandre', ""1 c. à café huile d'olive""]"
"Quinoa, sauce tomate aux légumes.html","['150 g carotte(s)', '50 g coulis de tomates', '10 g oignon(s)', '15 g quinoa', '1 pincée coriandre', ""1 c. à café huile d'olive""]"
"Quinotto aux épinards, noisettes et fromage de brebis.html","['130 g épinards', '20 g quinoa', '10 à 20 g fromage de brebis frais', '1 c. à café huile(s) végétale(s)', '1 c. à café noisettes en poudre']"
Quinotto de butternut au saumon.html,"['160 g butternut', '20 g quinoa', '20 g saumon', '1 c. à soupe lait de coco']"
"Quinotto de chou fleur gorgonzola, et poulet.html","['150 g chou-fleur', '15 g quinoa', '10 g gorgonzola', '1 c. à café huile(s) végétale(s)', '10 g poulet']"
Quinotto de courgettes au basilic.html,"['15 g quinoa', '150 g courgette(s)', '1 feuille(s) basilic', ""1 c. à café huile d'olive""]"
Radis noir rôti au thym et au paprika.html,"['200 g radis noir', '1 c. à café huile(s) végétale(s)', '1 pincée thym', '1 pincée paprika']"
Ragoût de boeuf aux champignons.html,"['100 g champignons de Paris', '30 g carotte(s)', '20 g oignon(s)', '2 c. à soupe tomates concassées', '20 g boeuf', '60 g pomme(s) de terre', ""1 c. à café huile d'olive""]"
Ragoût de légumes et riz.html,"['50 g coulis de tomates', '75 g carotte(s)', '75 g navet(s)', '20 g riz', '1 pincée herbes aromatiques', '1 c. à café huile(s) végétale(s)']"
Ratatouille (vapeur) et riz.html,"['20 g riz', '40 g courgette(s)', '40 g aubergine(s)', '40 g tomate(s)', '50 g poivron(s) vert(s)', '10 g oignon(s)', ""1 c. à café huile d'olive"", '1 pincée herbes aromatiques']"
Ratatouille et riz au filet de poulet.html,"['60 g tomate(s)', '60 g poivron(s) rouge(s)', '40 g courgette(s)', '40 g aubergine(s)', '½  oignon(s)', '20 g riz', '20 g poulet', ""1 c. à café huile d'olive""]"
Ratatouille et riz à la sardine.html,"['20 g riz', '20 g sardine', '40 g courgette(s)', '40 g aubergine(s)', '40 g tomate(s)', '50 g poivron(s) vert(s)', '10 g oignon(s)', ""1 c. à café huile d'olive"", '1 pincée herbes aromatiques']"
Ratatouille et riz.html,"['20 g riz', '50 g courgette(s)', '50 g tomate(s)', '50 g aubergine(s)', '30 g poivron(s) rouge(s)', '½ gousse(s) ail', '¼  oignon(s)', '1 pincée(s) thym', ""  huile d'olive"", '½  oeuf(s)']"
Rillettes végétales de lentilles et noix.html,"['80 g lentilles vertes', '80 g noix', '1  oignon(s)', '  huile d’olive', '2 c. à soupe huile de sésame', '2 c. à soupe jus de citron', '  paprika']"
Risotto aux blettes.html,"['30 g riz pour risotto', '1  oignon(s) nouveau(x)', '100 g blettes', '1 feuilles basilic', '1 c. à café huile(s) végétale(s)']"
Risotto aux cèpes et poulet.html,"['20 g riz pour risotto', '150 g cèpes', '20 g poulet', '½  oignon(s) jaune(s)', ""1 c. à café huile d'olive"", '1 c. à café crème', '1 pincée coriandre', '5 g fromage râpé']"
Risotto aux cèpes.html,"['20 g riz pour risotto', '150 g cèpes', '½  oignon(s) jaune(s)', ""1 c. à café huile d'olive"", '1 c. à café crème', '1 pincée coriandre', '5 g fromage râpé']"
Risotto aux courgettes et bleu d’Auvergne.html,"['25 g riz', '150 g courgette(s)', '10 g bleu', '1 c. à café crème fraîche']"
"Risotto aux courgettes, menthe et colin.html","['30 g riz pour risotto', '120 g courgette(s)', '2.1  oignon(s) nouveau(x)', '20 g colin', '1 feuille(s) menthe', '  citron vert', ""1 c. à soupe huile d'olive""]"
Risotto aux petits pois et fenouil.html,"['20 g riz', '40 g petits pois', '100 g fenouil', '20 g fromage de brebis frais', '1 feuilles menthe', '1 c. à café huile(s) végétale(s)']"
"Risotto aux petits pois, fenouil et poisson.html","['20 g riz', '40 g petits pois', '100 g fenouil', '20 g fromage de brebis frais', '1 feuilles menthe', '1 c. à café huile(s) végétale(s)', '20 g poisson blanc']"
"Risotto crémeux aux courgettes, menthe et colin.html","['20 g riz pour risotto', '150 g courgette(s)', '½  oignon(s) nouveau(x)', '15 g colin', '1 feuille(s) menthe', '½  citron vert', ""1 c. à café huile d'olive""]"
Risotto de carotte et poulet à l’orange.html,"['25 g riz pour risotto', '100 g carotte(s)', '½  échalote(s)', '½  orange(s)', ""1 c. à café huile d'olive"", '20 g poulet']"
Risotto de petits pois à la menthe et petite soupe de carottes.html,"['120 g carotte(s)', '15 g riz', '30 g petits pois', '10 g feta', '1 c. à café huile(s) végétale(s)', '1 feuilles menthe', '  herbes aromatiques']"
"Risotto de petits pois à la menthe, et carottes râpées.html","['15 g riz pour risotto', '40 g petits pois', '20 g feta ', '1 feuille(s) menthe', '100 g carotte(s)', ""1 c. à café huile d'olive"", '  citron(s)']"
Risotto de potimarron au romarin.html,"['30 g riz pour risotto', '220 g potimarron', '½  oignon(s)', '  parmesan', '  romarin', ""  huile d'olive""]"
Risotto de potimarron et poulet au romarin.html,"['25 g riz pour risotto', '200 g potimarron', '15 g poulet', '½  oignon(s)', '  parmesan', '  romarin', ""  huile d'olive""]"
Risotto mouliné à la carotte et à l’orange.html,"['20 g riz pour risotto', '100 g carotte(s)', '½  échalote(s)', '½  orange(s)', ""1 c. à café huile d'olive"", '1 pincée herbes aromatiques']"
"Risotto à la betterave, oeuf dur.html","['30 g riz pour risotto', '120 g betterave(s)', '¼  oignon(s)', '⅓  oeuf(s)', ""1 c. à café huile d'olive""]"
Risotto à la carotte.html,"['25 g riz pour risotto', '150 g carotte(s)', '¼  oignon(s)', ""1 c. à café huile d'olive"", '1 pincée herbes aromatiques']"
Riz au butternut et colin.html,"['150 g butternut', '25 g riz', '20 g colin', '1 c. à café huile(s) végétale(s)', '  citron(s)']"
Riz au curry de légumes.html,"['25 g riz', '50 g navet(s)', '50 g carotte(s)', '50 g poireau(x)', '¼  oignon(s)', '1 c. à café crème', '1 pincée curry']"
Riz au curry de poulet et lait de coco.html,"['15 g riz', '70 g carotte(s)', '70 g navet(s)', '½  oignon(s)', '½ gousse(s) ail', '25 mL lait de coco', '1 pincée(s) curry', '1 pincée(s) gingembre moulu', '15 g poulet']"
"Riz au guacamole, tomates cerises et thon.html","['20 g riz', '½  avocat(s)', '50 g tomates cerises', '½  citron(s)', '15 g thon']"
Riz au guacamole.html,"['20 g riz', '½  avocat(s)', '60 g tomates cerises', '½  citron(s)']"
Riz au pesto d’épinards au comté.html,"['20 g riz', '130 g épinards', '10 g noix de cajou', '10 g comté', ""1 c. à café huile d'olive""]"
Riz au potiron.html,"['20 g riz', '200 g potiron', '1 c. à café huile(s) végétale(s)']"
Riz au veau et purée de légumes d’été.html,"['15 g riz', '50 g courgette(s)', '50 g tomate(s)', '50 g poivron(s) rouge(s)', '15 g veau', '1 c. à café huile(s) végétale(s)']"
Riz aux aubergines et au thon.html,"['25 g riz', '150 g aubergine(s)', '20 g thon', '1 c. à café huile(s) végétale(s)']"
Riz aux courgettes crémeuses et herbes de Provence.html,"['150 g courgette(s)', '1 c. à café crème fraîche', '1 pincée herbes de Provence', '20 g riz']"
Riz aux petits légumes et maquereau au beurre citronné.html,"['20 g riz', '50 g navet(s)', '50 g carotte(s)', '50 g poireau(x)', '15 g maquereau', '1 noisette beurre', '½  citron(s)']"
Riz aux petits légumes.html,"['25 g riz', '30 g coulis de tomates', '50 g carotte(s)', '50 g chou-fleur', '50 g petits pois', '1 c. à café huile(s) végétale(s)']"
Riz aux poireaux et champignons.html,"['20 g riz', '80 g poireau(x)', '120 g champignons de Paris', '½  oignon(s)', '1 c. à café crème', ""1 c. à café huile d'olive""]"
Riz aux pousses d’épinards et champignons.html,"['20 g riz', ""50 g pousses d'épinards"", '125 g champignons', '1  échalote(s)', '1 c. à café crème fraîche', '  persil']"
"Riz à la crème de fenouil, et poisson.html","['150 g fenouil', '1 c. à café huile(s) végétale(s)', '  citron(s)', '20 g riz', '20 g poisson']"
Riz à la mexicaine.html,"['20 g riz', '75 g tomate(s)', '60 g carotte(s)', '30 g maïs', '¼  oignon(s)', '1 pincée épices mexicaines', '1 pincée coriandre', ""1 c. à café huile d'olive""]"
Riz à la purée de ratatouille et sardine.html,"['20 g riz', '40 g courgette(s)', '40 g aubergine(s)', '40 g tomate(s)', '40 g poivron(s) vert(s)', '10 g oignon(s)', ""1 c. à café huile d'olive"", '1 pincée herbes aromatiques', '15 g sardine']"
Riz cantonais.html,"['25 g riz', '50 g petits pois', '150 g carotte(s)', '20 g jambon blanc', '1 c. à café huile(s) végétale(s)']"
Riz crémeux aux poireaux et champignons.html,"['15 g riz', '80 g poireau(x)', '100 g champignons de Paris', '½  oignon(s)', '1 c. à café crème', ""1 c. à café huile d'olive""]"
Riz et boulettes de cabillaud à la sauce tomates.html,"['25 g riz', '25 g cabillaud', '60 g coulis de tomates', '½  oignon(s)', '1 pincée(s) coriandre', ""  huile d'olive""]"
Riz et navets crémeux aux herbes.html,"['20 g riz', '150 g navet(s)', '1 c. à café crème', '  herbes aromatiques']"
